id,name,image,description,attack,defence,scalesWith,requiredAttributes,category,weight
17f69aeb629l0i1oifaza9fgo5b598,Highland Axe,https://eldenring.fanapis.com/images/weapons/17f69aeb629l0i1oifaza9fgo5b598.png,Single-sided axe used by the warriors of the highlands.  Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,"[{'name': 'Phy', 'amount': 123}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 47}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 12}, {'name': 'Dex', 'amount': 9}]",Axe,4.5
17f6959fcafl0i1oinkyocipl7tiwk,Warped Axe,https://eldenring.fanapis.com/images/weapons/17f6959fcafl0i1oinkyocipl7tiwk.png,"Oversized double-headed axe with a bizarre, almost melted appearance. Brute strength is the only thing required to wield this weapon, which appears to have taken quite the beating itself.","[{'name': 'Phy', 'amount': 118}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 56}, {'name': 'Mag', 'amount': 37}, {'name': 'Fire', 'amount': 37}, {'name': 'Ligt', 'amount': 37}, {'name': 'Holy', 'amount': 37}, {'name': 'Boost', 'amount': 43}]","[{'name': 'Str', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 24}, {'name': 'Dex', 'amount': 8}]",Axe,7.5
17f69b8f9edl0i1oitj4z0mizqfmf7,Stormhawk Axe,https://eldenring.fanapis.com/images/weapons/17f69b8f9edl0i1oitj4z0mizqfmf7.png,"Battle axe designed to resemble a hawk, wioth its wings comprising the blade. Signature weapon of warriors who strive to remain one with the storm, despite being so far from their place of birth. Their hearts are proud, and thereby easily undone.","[{'name': 'Phy', 'amount': 130}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 49}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 19}, {'name': 'Dex', 'amount': 15}]",Axe,5.5
17f699ef109l0i1oj1cqtn6euxicod,Gargoyle's Black Axe,https://eldenring.fanapis.com/images/weapons/17f699ef109l0i1oj1cqtn6euxicod.png,"Bronze greataxe wielded by Valiant Gargoyle, mended with blackened corpse wax. Deals holy damage. Such is the mark of those who serve Maliketh, the Black Blade.","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 120}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 36}, {'name': 'Mag', 'amount': 27}, {'name': 'Fire', 'amount': 27}, {'name': 'Ligt', 'amount': 27}, {'name': 'Holy', 'amount': 54}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 24}, {'name': 'Dex', 'amount': 8}, {'name': 'Fai', 'amount': 22}]",Axe,8.5
17f698da62dl0i1oj2p6wyeh8vo0to,Hand Ballista,https://eldenring.fanapis.com/images/weapons/17f698da62dl0i1oj2p6wyeh8vo0to.png,An unconventional ballistic device modeled on a weapon used to besiege castles. Only capable of firing greatbolts.  Perfect for reckless acts such as storming a castle on facing an entire army alone.,"[{'name': 'Phy', 'amount': 135}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 50}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]",[{'name': '-'}],"[{'name': 'Str', 'amount': 30}, {'name': 'Dex', 'amount': 14}]",Ballista,10.0
17f69dd8093l0i1oj6x6qo6tg76q8,Jar Cannon,https://eldenring.fanapis.com/images/weapons/17f69dd8093l0i1oj6x6qo6tg76q8.png,"Jar cannon which uses explosives to fire greatbolts. Deals great damage but is slow to reload.  Experimental firearm brought to the assault on Volcano Manor, where it was discovered that no one knew how to use it.","[{'name': 'Phy', 'amount': 192}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 50}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]",[{'name': '-'}],"[{'name': 'Str', 'amount': 34}, {'name': 'Dex', 'amount': 12}]",Ballista,15.0
17f69d12746l0i1ojbzxzgz6gfjsi,Longbow,https://eldenring.fanapis.com/images/weapons/17f69d12746l0i1ojbzxzgz6gfjsi.png,"Longbow made to fire arrows over great distances. Compared to a shortbow, arrows fired reach further and deal more damage. To use a bow, arrows must also be equipped. ","[{'name': 'Phy', 'amount': 80}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 50}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 14}]",Bow,4.0
17f695afa44l0i1ojioyvh48q16qul,Albinauric Bow,https://eldenring.fanapis.com/images/weapons/17f695afa44l0i1ojioyvh48q16qul.png,Longbow featuring delicate silverwork. Wielded by Albinauric wolfback archers. This bow requires dexterity over strength to master.,"[{'name': 'Phy', 'amount': 82}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 0}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 7}, {'name': 'Dex', 'amount': 18}]",Bow,4.5
17f6968148cl0i1ojrunt1o8v6y34f,Erdtree Bow,https://eldenring.fanapis.com/images/weapons/17f6968148cl0i1ojrunt1o8v6y34f.png,"Longbow featuring Erdtree styling. In times of old, when faith and battle went hand in hand, this weapon was created in tandem with the Golden Arrow. Scales all arrow damage with faith, revealing its true worth when used with holy-infused arrows.","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 50}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 50}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 12}, {'name': 'Fai', 'amount': 14}]",Bow,4.0
17f69dcccffl0i1ojske3hc4ernauj,Horn Bow,https://eldenring.fanapis.com/images/weapons/17f69dcccffl0i1ojske3hc4ernauj.png,Longbow made from animal horn. Wielded by the master hunters of the ancestral followers.  Imbues arrows fired with magic damage. Reveals its true worth when used magic-infused arrows. ,"[{'name': 'Phy', 'amount': 65}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 50}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 14}, {'name': 'Int', 'amount': 12}]",Bow,4.5
17f694c87afl0i1ojvhpi9w9ttf21,Serpent Bow,https://eldenring.fanapis.com/images/weapons/17f694c87afl0i1ojvhpi9w9ttf21.png,"Malformed bow in the shape of a pair of poisonous snakes. Imbues arrows with poison through pagan magic, revealing its true worth when used with poison-infused arrows. Used by assassins known as the Formless Serpents.","[{'name': 'Phy', 'amount': 75}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 50}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Arc', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 15}, {'name': 'Arc', 'amount': 11}]",Bow,3.5
17f694cf960l0i1ojybdeac0ffxf5,Pulley Bow,https://eldenring.fanapis.com/images/weapons/17f694cf960l0i1ojybdeac0ffxf5.png,"Longbow which utilizes a series of pulleys and strings. The complex mechanism, which required advanced mathematical and mechanical understanding to craft, was likely made by a certain genius who learned Golden Order Fundamentalism.  Enhances precision while shooting, enabling arrows to fly much further distances. ","[{'name': 'Phy', 'amount': 77}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 55}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 11}, {'name': 'Dex', 'amount': 11}]",Bow,5.0
17f694bf0a0l0i1okt1ao6xjlqrmq9,Black Bow,https://eldenring.fanapis.com/images/weapons/17f694bf0a0l0i1okt1ao6xjlqrmq9.png,"Longbow carved from black wood to resemble a blade. One of the most difficult bows to master. The blade-like body of the bow is light and cuts through the air. Though a longbow, it can be wielded similarly to a shortbow.","[{'name': 'Phy', 'amount': 70}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 50}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 20}]",Bow,4.0
17f69575d35l0i1oktqg9vbv6v8jk,Bloodhound Claws,https://eldenring.fanapis.com/images/weapons/17f69575d35l0i1oktqg9vbv6v8jk.png,Large curved claws used by Bloodhound Knights. The curve allows the weapon to slip through an enemy's guard.,"[{'name': 'Phy', 'amount': 94}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 38}, {'name': 'Mag', 'amount': 22}, {'name': 'Fire', 'amount': 22}, {'name': 'Ligt', 'amount': 22}, {'name': 'Holy', 'amount': 22}, {'name': 'Boost', 'amount': 22}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 15}]",Claw,3.0
17f695a80d4l0i1okukv5xwwhqcvn,Venomous Fang,https://eldenring.fanapis.com/images/weapons/17f695a80d4l0i1okukv5xwwhqcvn.png,One of the weapons designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. The black fang protruding from the bronze snake head is coated in deadly poison.,"[{'name': 'Phy', 'amount': 92}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 36}, {'name': 'Mag', 'amount': 21}, {'name': 'Fire', 'amount': 21}, {'name': 'Ligt', 'amount': 21}, {'name': 'Holy', 'amount': 21}, {'name': 'Boost', 'amount': 19}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 9}]",Claw,2.5
17f69bb71a6l0i1okvek92tqjqy5w,Hookclaws,https://eldenring.fanapis.com/images/weapons/17f69bb71a6l0i1okvek92tqjqy5w.png,"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect.  Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.","[{'name': 'Phy', 'amount': 89}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 35}, {'name': 'Mag', 'amount': 20}, {'name': 'Fire', 'amount': 20}, {'name': 'Ligt', 'amount': 20}, {'name': 'Holy', 'amount': 20}, {'name': 'Boost', 'amount': 20}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 14}]",Claw,2.0
17f694a2cc3l0i1okx1gdd6e5ser2,Raptor Talons,https://eldenring.fanapis.com/images/weapons/17f694a2cc3l0i1okx1gdd6e5ser2.png,"Claw comprised of two sharp, thin blades, wielded by the assassins of Ravenmount, this weapon allows them to imitate the attacks of Deathbirds. Besides excelling at airborne attacks, its charge attack mimics the vicious swoop of a bird of prey. ","[{'name': 'Phy', 'amount': 83}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 33}, {'name': 'Mag', 'amount': 19}, {'name': 'Fire', 'amount': 19}, {'name': 'Ligt', 'amount': 19}, {'name': 'Holy', 'amount': 19}, {'name': 'Boost', 'amount': 19}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 6}, {'name': 'Dex', 'amount': 14}]",Claw,1.5
17f69c91071l0i1olmq0iokptn3hftg,Watchdog's Greatsword,https://eldenring.fanapis.com/images/weapons/17f69c91071l0i1olmq0iokptn3hftg.png,"Stone greatsword wielded by Erdtree Burial Watchdogs. Though decorated with the watchman's eye, the pupil was taken by graverobbers and is now hollow, leaving this sword a mere lump of stone.","[{'name': 'Phy', 'amount': 142}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 66}, {'name': 'Mag', 'amount': 49}, {'name': 'Fire', 'amount': 49}, {'name': 'Ligt', 'amount': 49}, {'name': 'Holy', 'amount': 49}, {'name': 'Boost', 'amount': 38}]","[{'name': 'Str', 'scaling': 'C'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 30}, {'name': 'Dex', 'amount': 10}]",Colossal Sword,22.0
