id,name,image,description,attack,defence,scalesWith,requiredAttributes,category,weight
17f69c01371l0i126fsrmmhmt78m7,Rift Shield,https://eldenring.fanapis.com/images/shields/17f69c01371l0i126fsrmmhmt78m7.png,"Small metal roundshiled depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.","[{'name': 'Phy', 'amount': 70}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 66}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 35}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 35}, {'name': 'Boost', 'amount': 37}]","[{'name': 'Str', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 8}]",Small Shield,2.0
17f69b10c2el0i126k1rlvenfih79r,Iron Roundshield,https://eldenring.fanapis.com/images/shields/17f69b10c2el0i126k1rlvenfih79r.png,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.","[{'name': 'Phy', 'amount': 74}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 71}, {'name': 'Mag', 'amount': 38}, {'name': 'Fire', 'amount': 38}, {'name': 'Ligt', 'amount': 16}, {'name': 'Holy', 'amount': 38}, {'name': 'Boost', 'amount': 40}]","[{'name': 'Str', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 8}]",Small Shield,3.0
17f69bd6428l0i126mo49q97n1both,Smoldering Shield,https://eldenring.fanapis.com/images/shields/17f69bd6428l0i126mo49q97n1both.png,"Small shield made upon Mt. Gelmir forged from uncooling lava. Resists frost with its heat, and can even be used to deal fire damage if wielded as a weapon.","[{'name': 'Phy', 'amount': 58}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 37}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 69}, {'name': 'Mag', 'amount': 36}, {'name': 'Fire', 'amount': 49}, {'name': 'Ligt', 'amount': 13}, {'name': 'Holy', 'amount': 36}, {'name': 'Boost', 'amount': 40}]","[{'name': 'Str'}, {'name': 'Dex'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 9}]",Small Shields,3.0
17f698a4b7bl0i126nb4s0xsp2lnfw,Gilded Iron Shield,https://eldenring.fanapis.com/images/shields/17f698a4b7bl0i126nb4s0xsp2lnfw.png,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.","[{'name': 'Phy', 'amount': 74}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 69}, {'name': 'Mag', 'amount': 38}, {'name': 'Fire', 'amount': 35}, {'name': 'Ligt', 'amount': 14}, {'name': 'Holy', 'amount': 49}, {'name': 'Boost', 'amount': 40}]","[{'name': 'Str', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 8}]",Small Shield,3.0
17f69b12e1bl0i126nysn2v09nsd3,Ice Crest Shield,https://eldenring.fanapis.com/images/shields/17f69b12e1bl0i126nysn2v09nsd3.png,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. The ice crest originates from a Carian princess. Thogh the effect is slight, it boosts magic damage negation and resistance to frost.","[{'name': 'Phy', 'amount': 74}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 68}, {'name': 'Mag', 'amount': 49}, {'name': 'Fire', 'amount': 39}, {'name': 'Ligt', 'amount': 16}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 40}]","[{'name': 'Str', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 9}]",Small Shield,3.0
17f6942deffl0i1271bdbp91snfovh,Spiralhorn Shield,https://eldenring.fanapis.com/images/shields/17f6942deffl0i1271bdbp91snfovh.png,"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.","[{'name': 'Phy', 'amount': 75}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 59}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 37}, {'name': 'Ligt', 'amount': 38}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 29}]","[{'name': 'Str'}, {'name': 'Dex'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 10}]",Small Shield,2.0
17f6985902bl0i127b1nqhoj9b4nhl,Marred Leather Shield,https://eldenring.fanapis.com/images/shields/17f6985902bl0i127b1nqhoj9b4nhl.png,"Leather shield of Stormveil soldiers. Miuch like the castle, it is marred by mottling and thorns. Some say it is the curse of grafting which causes such affliction, while others talk of its root being something altogether more sinister hidden deep within the castle.","[{'name': 'Phy', 'amount': 75}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 76}, {'name': 'Mag', 'amount': 49}, {'name': 'Fire', 'amount': 36}, {'name': 'Ligt', 'amount': 45}, {'name': 'Holy', 'amount': 45}, {'name': 'Boost', 'amount': 40}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,3.0
17f696cb3bal0i127cn7tiavj7t1u,Marred Wooden Shield,https://eldenring.fanapis.com/images/shields/17f696cb3bal0i127cn7tiavj7t1u.png,"""Wooden shield of the Stormveil soldiers. Much like the castle, it is marred by mottling and thorns. Some say it is the curse of grafting which causes such affliction, while others talk of its root being something altogether more sinister hidden deep within the castle.""","[{'name': 'Phy', 'amount': 76}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 78}, {'name': 'Mag', 'amount': 52}, {'name': 'Fire', 'amount': 27}, {'name': 'Ligt', 'amount': 50}, {'name': 'Holy', 'amount': 49}, {'name': 'Boost', 'amount': 41}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,4.0
17f694927d7l0i127ng35ra4v5k4gn,Coil Shield,https://eldenring.fanapis.com/images/shields/17f694927d7l0i127ng35ra4v5k4gn.png,"An extremely odd shield adorned with a coiled bronze snake. An excellent choice for attention-seekers. This Shield provides an effective defense against poison - after all, how does one poison a poisonous snake?","[{'name': 'Phy', 'amount': 92}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 52}, {'name': 'Mag', 'amount': 38}, {'name': 'Fire', 'amount': 28}, {'name': 'Ligt', 'amount': 34}, {'name': 'Holy', 'amount': 35}, {'name': 'Boost', 'amount': 22}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': ''}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}]",Small Shield,1.5
17f6967bb2bl0i127q8x98oklbecj,Kite Shield,https://eldenring.fanapis.com/images/shields/17f6967bb2bl0i127q8x98oklbecj.png,"A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.","[{'name': 'Phy', 'amount': 78}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 47}, {'name': 'Fire', 'amount': 47}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 47}, {'name': 'Boost', 'amount': 47}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 12}]",Medium Shield,4.5
17f698ac740l0i127wziv2s11fd2c,Banished Knight's Shield,https://eldenring.fanapis.com/images/shields/17f698ac740l0i127wziv2s11fd2c.png,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.","[{'name': 'Phy', 'amount': 81}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 49}, {'name': 'Fire', 'amount': 57}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 48}, {'name': 'Boost', 'amount': 52}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 14}]",Medium Shield,6.0
17f69ce5e4cl0i128b0nivmu8x7jg,Albinauric Shield,https://eldenring.fanapis.com/images/shields/17f69ce5e4cl0i128b0nivmu8x7jg.png,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created. Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.","[{'name': 'Phy', 'amount': 78}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 61}, {'name': 'Fire', 'amount': 42}, {'name': 'Ligt', 'amount': 23}, {'name': 'Holy', 'amount': 47}, {'name': 'Boost', 'amount': 42}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 11}]",Medium Shield,4.5
17f6987cd26l0i128fmzfvt6grfjsp,Sun Realm Shield,https://eldenring.fanapis.com/images/shields/17f6987cd26l0i128fmzfvt6grfjsp.png,"Shield of honor depicting a city crowned by the sun. It has seen better days. Much like the wear upon the shield, the Seat of the Sun is long faded away.","[{'name': 'Phy', 'amount': 74}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 85}, {'name': 'Mag', 'amount': 44}, {'name': 'Fire', 'amount': 27}, {'name': 'Ligt', 'amount': 40}, {'name': 'Holy', 'amount': 56}, {'name': 'Boost', 'amount': 40}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,3.5
17f6970052fl0i128q30d2avtlnbrrf,Silver Mirrorshield,https://eldenring.fanapis.com/images/shields/17f6970052fl0i128q30d2avtlnbrrf.png,"Shield of radiant silver, festooned with amber and carried by Loretta, Knight of the Haligtree. The shape is said to imitate that of a sacred drop of dew, which inspired the absurd rumor that Loretta herself was an Albinauric.","[{'name': 'Phy', 'amount': 70}, {'name': 'Mag', 'amount': 45}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 89}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 19}, {'name': 'Holy', 'amount': 27}, {'name': 'Boost', 'amount': 42}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': '?'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 12}, {'name': 'Dex', 'amount': 10}, {'name': 'Int', 'amount': 10}]",Medium Shield,3.5
17f6988b72dl0i128vmcj5b7a5j1e9,Round Shield,https://eldenring.fanapis.com/images/shields/17f6988b72dl0i128vmcj5b7a5j1e9.png,"A wooden roundshield that has been reinforced with metal. Comparatively light for its size, this shield is easy to handle but lacks a true metal shield's ability to negate damage.","[{'name': 'Phy', 'amount': 76}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 83}, {'name': 'Mag', 'amount': 50}, {'name': 'Fire', 'amount': 37}, {'name': 'Ligt', 'amount': 43}, {'name': 'Holy', 'amount': 50}, {'name': 'Boost', 'amount': 42}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,4.0
17f6948dfb1l0i1298n92tg7459mbg,Scorpion Kite Shield,https://eldenring.fanapis.com/images/shields/17f6948dfb1l0i1298n92tg7459mbg.png,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability. Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.","[{'name': 'Phy', 'amount': 78}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 45}, {'name': 'Fire', 'amount': 46}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 50}, {'name': 'Boost', 'amount': 47}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 11}]",Medium Shield,4.5
17f698aad3fl0i129kcpcnkgwlznm,Twinbird Kite Shield,https://eldenring.fanapis.com/images/shields/17f698aad3fl0i129kcpcnkgwlznm.png,"Shield featuring a vividly painted twinbird. The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds. At dwindling levels of HP, this shield slightly boosts both attack and defense.","[{'name': 'Phy', 'amount': 78}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 49}, {'name': 'Fire', 'amount': 50}, {'name': 'Ligt', 'amount': 28}, {'name': 'Holy', 'amount': 35}, {'name': 'Boost', 'amount': 49}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 12}]",Medium Shield,4.5
17f6966bef4l0i129o1blgktqip69s,Blue-gold Kite Shield,https://eldenring.fanapis.com/images/shields/17f6966bef4l0i129o1blgktqip69s.png,A standard medium-sized shield. Highly reputed for its solid build and reliability. The design represents the Erdtree foreground against a blue sky.,"[{'name': 'Phy', 'amount': 80}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 47}, {'name': 'Fire', 'amount': 53}, {'name': 'Ligt', 'amount': 35}, {'name': 'Holy', 'amount': 45}, {'name': 'Boost', 'amount': 47}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 12}]",Medium Shield,5.0
17f69beaf5al0i12ae69s49g5aaaea,Brass Shield,https://eldenring.fanapis.com/images/shields/17f69beaf5al0i12ae69s49g5aaaea.png,"On the larger side for medium-sized shield, the face has been covered in brass. Commonly employed in the Shattering.","[{'name': 'Phy', 'amount': 84}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 55}, {'name': 'Fire', 'amount': 59}, {'name': 'Ligt', 'amount': 39}, {'name': 'Holy', 'amount': 54}, {'name': 'Boost', 'amount': 56}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 16}]",Medium Shield,7.0
17f6996caf5l0i12afnpkuzhuzo9o,Shield Of The Guilty,https://eldenring.fanapis.com/images/shields/17f6996caf5l0i12afnpkuzhuzo9o.png,"Shield made to venerate a maiden whose eyes were crushed by Briars of Sin before being reborn in these lands. Venerating the repose of the soul, this shield boosts focus. The briars can be used to attack foes.","[{'name': 'Phy', 'amount': 75}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 62}, {'name': 'Mag', 'amount': 35}, {'name': 'Fire', 'amount': 35}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 35}, {'name': 'Boost', 'amount': 29}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Small Shield,2.0
17f699d7257l0i12ai52ozxwx6ewwi,Great Turtle Shell,https://eldenring.fanapis.com/images/shields/17f699d7257l0i12ai52ozxwx6ewwi.png,"Shield fashioned from a great turtle shell. The natural curve helps it contend with foes' attacks. The turtle is a symbol of tirelessness, and this shield boosts stamina recovery speed.","[{'name': 'Phy', 'amount': 81}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 44}, {'name': 'Fire', 'amount': 39}, {'name': 'Ligt', 'amount': 43}, {'name': 'Holy', 'amount': 46}, {'name': 'Boost', 'amount': 48}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 14}]",Medium Shield,5.5
